modal,verb,obs,exp,ratio,odds_ratio,p,signed_log10p,G2,genre
can,walk,8,2.26,3.54,6.464,0.0006233886379429643,3.21,11.86,press_conf
can,rule,6,1.36,4.42,11.305,0.0006464973015629258,3.19,12.25,press_conf
can,think,37,21.85,1.69,1.949,0.0009592923393061218,3.02,10.76,press_conf
can,be+patient,7,1.96,3.57,6.596,0.0012941239948377403,2.89,10.53,press_conf
can,handle,7,1.96,3.57,6.596,0.0012941239948377403,2.89,10.53,press_conf
can,imagine,9,3.01,2.99,4.629,0.0013599895292202636,2.87,10.16,press_conf
can,respond,13,5.42,2.4,3.201,0.0015233654618281845,2.82,9.66,press_conf
can,get,36,21.7,1.66,1.895,0.0020808034528053618,2.68,9.72,press_conf
can,ease,4,0.75,5.31,22.592,0.0022608835230897247,2.65,10.47,press_conf
can,of,4,0.75,5.31,22.592,0.0022608835230897247,2.65,10.47,press_conf
can,dial,3,0.45,6.64,inf,0.0034160113701336495,2.47,11.36,press_conf
can,guarantee,3,0.45,6.64,inf,0.0034160113701336495,2.47,11.36,press_conf
can,manage,3,0.45,6.64,inf,0.0034160113701336495,2.47,11.36,press_conf
can,what,3,0.45,6.64,inf,0.0034160113701336495,2.47,11.36,press_conf
can,hire,4,0.9,4.42,11.295,0.00597109708851647,2.22,8.16,press_conf
can,be+long,3,0.6,4.98,16.935,0.012121955917394373,1.92,7.19,press_conf
can,be+volatile,3,0.6,4.98,16.935,0.012121955917394373,1.92,7.19,press_conf
can,count,3,0.6,4.98,16.935,0.012121955917394373,1.92,7.19,press_conf
can,soften,3,0.6,4.98,16.935,0.012121955917394373,1.92,7.19,press_conf
can,way,3,0.6,4.98,16.935,0.012121955917394373,1.92,7.19,press_conf
can,draw,4,1.05,3.79,7.529,0.012275231435704676,1.91,6.57,press_conf
can,miss,4,1.05,3.79,7.529,0.012275231435704676,1.91,6.57,press_conf
can,clarify,6,2.26,2.65,3.766,0.017107732541004603,1.77,5.47,press_conf
can,achieve,11,5.73,1.92,2.304,0.023144386067404713,1.64,4.75,press_conf
can,avoid,5,1.81,2.77,4.034,0.02429712488069858,1.61,4.92,press_conf
can,share,5,1.81,2.77,4.034,0.02429712488069858,1.61,4.92,press_conf
can,be+clearer,3,0.75,3.98,8.467,0.02691356450885135,1.57,5.28,press_conf
can,be+useful,3,0.75,3.98,8.467,0.02691356450885135,1.57,5.28,press_conf
can,develop,3,0.75,3.98,8.467,0.02691356450885135,1.57,5.28,press_conf
can,observe,3,0.75,3.98,8.467,0.02691356450885135,1.57,5.28,press_conf
can,recall,3,0.75,3.98,8.467,0.02691356450885135,1.57,5.28,press_conf
can,make,39,27.87,1.4,1.516,0.029003532619887654,1.54,4.83,press_conf
can,adjust,14,7.83,1.79,2.084,0.029612837956616823,1.53,4.85,press_conf
can,build,3,0.9,3.32,5.644,0.04785603192918623,1.32,4.02,press_conf
can,deploy,3,0.9,3.32,5.644,0.04785603192918623,1.32,4.02,press_conf
can,tie,3,0.9,3.32,5.644,0.04785603192918623,1.32,4.02,press_conf
can,create,6,2.86,2.1,2.607,0.05457169910877463,1.26,3.26,press_conf
can,remember,4,1.66,2.41,3.226,0.07032329774371945,1.15,3.01,press_conf
can,buy,3,1.05,2.84,4.233,0.07454163229929739,1.13,3.1,press_conf
can,comment,7,3.77,1.86,2.196,0.08752032886352336,1.06,2.73,press_conf
can,bring,8,4.52,1.77,2.054,0.11801073024033555,0.93,2.68,press_conf
can,support,12,7.83,1.53,1.695,0.1181271132860817,0.93,2.32,press_conf
can,let,3,1.36,2.21,2.821,0.14222328079957305,0.85,1.86,press_conf
can,allow,6,3.47,1.73,1.993,0.1439381734708834,0.84,1.87,press_conf
can,pay,6,3.47,1.73,1.993,0.1439381734708834,0.84,1.87,press_conf
can,reduce,6,3.47,1.73,1.993,0.1439381734708834,0.84,1.87,press_conf
can,elaborate,4,2.11,1.9,2.257,0.14818797407078727,0.83,1.66,press_conf
can,factor,4,2.11,1.9,2.257,0.14818797407078727,0.83,1.66,press_conf
can,sustain,4,2.11,1.9,2.257,0.14818797407078727,0.83,1.66,press_conf
can,answer,3,1.51,1.99,2.418,0.18148116483462953,0.74,1.43,press_conf
can,argue,3,1.51,1.99,2.418,0.18148116483462953,0.74,1.43,press_conf
can,hit,3,1.51,1.99,2.418,0.18148116483462953,0.74,1.43,press_conf
can,run,5,3.16,1.58,1.763,0.23220832062423435,0.63,1.1,press_conf
can,ask,11,7.99,1.38,1.479,0.24757686960840453,0.61,1.23,press_conf
can,provide,11,8.14,1.35,1.444,0.2557773510144985,0.59,1.09,press_conf
can,lose,4,2.26,1.77,2.052,0.26551577226849965,0.58,1.34,press_conf
can,assume,4,2.56,1.56,1.736,0.3090636372670472,0.51,0.84,press_conf
can,cut,5,3.62,1.38,1.485,0.39397511868701107,0.4,0.57,press_conf
can,base,3,1.81,1.66,1.88,0.4072202373877125,0.39,0.8,press_conf
can,worry,3,1.81,1.66,1.88,0.4072202373877125,0.39,0.8,press_conf
can,decide,3,2.11,1.42,1.538,0.45635323448990206,0.34,0.4,press_conf
can,grow,3,2.11,1.42,1.538,0.45635323448990206,0.34,0.4,press_conf
can,lower,3,2.11,1.42,1.538,0.45635323448990206,0.34,0.4,press_conf
can,increase,4,2.86,1.4,1.504,0.5149888405806734,0.29,0.48,press_conf
can,wait,4,3.16,1.26,1.327,0.5450238021996412,0.26,0.24,press_conf
can,be+case,4,3.31,1.21,1.253,0.5631165140806549,0.25,0.16,press_conf
can,react,4,3.31,1.21,1.253,0.5631165140806549,0.25,0.16,press_conf
can,hold,6,4.82,1.24,1.302,0.6179487673118857,0.21,0.32,press_conf
can,look,52,49.42,1.05,1.064,0.6958139296933212,0.16,0.16,press_conf
can,meet,3,2.41,1.24,1.301,0.7229803583469123,0.14,0.16,press_conf
can,strengthen,3,2.41,1.24,1.301,0.7229803583469123,0.14,0.16,press_conf
can,raise,7,6.78,1.03,1.039,0.8364575478495526,0.08,0.01,press_conf
can,know,15,14.46,1.04,1.044,0.8859502440258995,0.05,0.02,press_conf
can,begin,6,6.18,0.97,0.966,1.0,0.0,0.01,press_conf
can,change,11,11.0,1.0,1.0,1.0,-0.0,0.0,press_conf
can,characterize,5,5.73,0.87,0.854,1.0,0.0,0.11,press_conf
can,follow,17,17.18,0.99,0.988,1.0,0.0,0.0,press_conf
can,happen,20,20.64,0.97,0.963,1.0,0.0,0.02,press_conf
can,lead,6,6.78,0.88,0.867,1.0,0.0,0.11,press_conf
can,play,3,3.16,0.95,0.939,1.0,0.0,0.01,press_conf
can,reach,3,3.47,0.87,0.845,1.0,0.0,0.08,press_conf
can,return,3,3.16,0.95,0.939,1.0,0.0,0.01,press_conf
can,stop,3,3.47,0.87,0.845,1.0,0.0,0.08,press_conf
can,try,5,5.57,0.9,0.88,1.0,0.0,0.07,press_conf
can,describe,3,4.07,0.74,0.704,0.7883685240848605,-0.1,0.36,press_conf
can,keep,6,8.14,0.74,0.704,0.5664355082657323,-0.25,0.72,press_conf
can,help,13,15.97,0.81,0.787,0.496037890334676,-0.3,0.69,press_conf
can,point,10,13.11,0.76,0.731,0.45126936634461007,-0.35,0.94,press_conf
can,work,5,7.38,0.68,0.64,0.4264692918834524,-0.37,1.01,press_conf
can,cause,4,6.48,0.62,0.577,0.3931912010925556,-0.41,1.27,press_conf
can,put,7,10.09,0.69,0.656,0.3905184359022644,-0.41,1.24,press_conf
can,use,9,12.96,0.69,0.657,0.28921684799197417,-0.54,1.57,press_conf
can,start,7,10.85,0.65,0.606,0.2480205576663208,-0.61,1.81,press_conf
can,move,15,20.94,0.72,0.679,0.18892156016546854,-0.72,2.19,press_conf
can,remain,3,7.83,0.38,0.344,0.07710366912641306,-1.11,4.43,press_conf
can,go,25,35.56,0.7,0.664,0.05365150112333314,-1.27,4.12,press_conf
can,have,57,74.43,0.77,0.727,0.0247619337068906,-1.61,5.34,press_conf
can,expect,11,20.94,0.53,0.482,0.016513847694505472,-1.78,6.59,press_conf
can,take,33,50.62,0.65,0.607,0.005315691235706286,-2.27,8.26,press_conf
can,come,11,23.35,0.47,0.427,0.0032258755582029505,-2.49,9.36,press_conf
can,continue,18,44.6,0.4,0.359,2.1905784165444193e-06,-5.66,23.68,press_conf
can,be,17,48.06,0.35,0.311,5.003718744176887e-08,-7.3,30.81,press_conf
can,say,82,139.52,0.59,0.528,7.075108740824633e-09,-8.15,34.07,press_conf
could,follow,80,10.45,7.66,24.891,4.9132699730636096e-57,56.31,254.44,press_conf
could,talk,58,9.9,5.86,12.021,3.7218992087875776e-32,31.43,139.82,press_conf
could,impede,8,0.73,10.91,inf,4.88396443590475e-09,8.31,38.28,press_conf
could,elaborate,10,1.28,7.79,24.969,2.8728351174664355e-08,7.54,31.88,press_conf
could,explain,20,5.04,3.97,5.74,3.334393143960758e-08,7.48,30.41,press_conf
could,weaken,10,1.38,7.27,19.973,7.907627076092199e-08,7.1,29.72,press_conf
could,give,33,13.48,2.45,2.921,9.718905936014982e-07,6.01,23.42,press_conf
could,result,9,1.38,6.55,14.966,1.335053882384856e-06,5.87,24.03,press_conf
could,pose,6,0.64,9.35,59.741,3.7867236354141677e-06,5.42,23.15,press_conf
could,break,6,0.73,8.18,29.868,1.3964079416930935e-05,4.85,20.09,press_conf
could,comment,10,2.29,4.36,6.652,3.6528989440290876e-05,4.44,17.08,press_conf
could,could,4,0.37,10.91,inf,7.030696060767629e-05,4.15,19.13,press_conf
could,hinder,4,0.37,10.91,inf,7.030696060767629e-05,4.15,19.13,press_conf
could,undermine,6,0.92,6.55,14.932,8.905192622999496e-05,4.05,16.01,press_conf
could,lead,13,4.13,3.15,4.058,0.0001356013794265119,3.87,14.25,press_conf
could,clarify,7,1.38,5.09,8.714,0.00017777902251549466,3.75,14.29,press_conf
could,mean,12,3.85,3.12,3.993,0.00027363988051871334,3.56,12.92,press_conf
could,cause,12,3.94,3.04,3.864,0.00034828787734518177,3.46,12.45,press_conf
could,describe,9,2.48,3.64,4.984,0.00045314062894201456,3.34,12.14,press_conf
could,spend,6,1.19,5.03,8.53,0.0005712056083422984,3.24,12.1,press_conf
could,be+disruptive,3,0.28,10.91,inf,0.0007686661747826844,3.11,14.34,press_conf
could,be+store,3,0.28,10.91,inf,0.0007686661747826844,3.11,14.34,press_conf
could,drag,3,0.28,10.91,inf,0.0007686661747826844,3.11,14.34,press_conf
could,walk,6,1.38,4.36,6.633,0.001418807995448112,2.85,10.23,press_conf
could,aid,3,0.37,8.18,29.797,0.0028637438173077082,2.54,10.04,press_conf
could,detail,3,0.37,8.18,29.797,0.0028637438173077082,2.54,10.04,press_conf
could,force,5,1.1,4.55,7.103,0.0029361424812482874,2.53,8.95,press_conf
could,expand,6,1.56,3.85,5.427,0.0029897126490445454,2.52,8.73,press_conf
could,affect,18,8.71,2.07,2.336,0.0033601726121730542,2.47,8.67,press_conf
could,boost,4,0.73,5.45,9.938,0.003638015407104296,2.44,8.8,press_conf
could,risk,4,0.73,5.45,9.938,0.003638015407104296,2.44,8.8,press_conf
could,create,6,1.74,3.44,4.591,0.005589268017944155,2.25,7.49,press_conf
could,ask,11,4.86,2.26,2.61,0.007669639624148608,2.12,6.55,press_conf
could,be+lived,3,0.55,5.45,9.931,0.012434973149904488,1.91,6.6,press_conf
could,be+table,3,0.55,5.45,9.931,0.012434973149904488,1.91,6.6,press_conf
could,speak,7,2.66,2.63,3.165,0.013814035858752774,1.86,5.65,press_conf
could,be+persistent,5,1.65,3.03,3.823,0.0199840954229341,1.7,5.14,press_conf
could,hurt,3,0.73,4.09,5.957,0.030281940130955882,1.52,4.72,press_conf
could,last,3,0.73,4.09,5.957,0.030281940130955882,1.52,4.72,press_conf
could,change,12,6.69,1.79,1.959,0.04011659838413385,1.4,3.86,press_conf
could,address,6,2.66,2.26,2.593,0.04461243208511365,1.35,3.54,press_conf
could,slow,5,2.02,2.48,2.922,0.04530280491023417,1.34,3.59,press_conf
could,be+reason,3,0.92,3.27,4.255,0.056521971626869456,1.25,3.47,press_conf
could,cut,5,2.2,2.27,2.614,0.06288793484059822,1.2,2.99,press_conf
could,come,21,14.21,1.48,1.563,0.06725486269755955,1.17,3.2,press_conf
could,contribute,3,1.1,2.73,3.309,0.09040197716688239,1.04,2.58,press_conf
could,fall,3,1.1,2.73,3.309,0.09040197716688239,1.04,2.58,press_conf
could,share,3,1.1,2.73,3.309,0.09040197716688239,1.04,2.58,press_conf
could,wind,3,1.1,2.73,3.309,0.09040197716688239,1.04,2.58,press_conf
could,warrant,7,3.76,1.86,2.046,0.09613018412174734,1.02,2.52,press_conf
could,handle,3,1.19,2.52,2.977,0.10983515179244507,0.96,2.22,press_conf
could,push,3,1.19,2.52,2.977,0.10983515179244507,0.96,2.22,press_conf
could,end,3,1.28,2.34,2.707,0.1306993842845824,0.88,1.91,press_conf
could,put,10,6.14,1.63,1.744,0.13121616606268255,0.88,2.3,press_conf
could,happen,18,12.56,1.43,1.506,0.13384451492331648,0.87,2.34,press_conf
could,reach,4,2.11,1.9,2.09,0.15430711626927504,0.81,1.52,press_conf
could,discuss,3,1.47,2.05,2.29,0.17599215236527563,0.75,1.4,press_conf
could,reflect,3,1.74,1.72,1.86,0.2501558794335808,0.6,0.84,press_conf
could,use,11,7.88,1.4,1.457,0.256787254891242,0.59,1.23,press_conf
could,see,44,38.23,1.15,1.175,0.30164803573977633,0.52,0.95,press_conf
could,imagine,3,1.83,1.64,1.75,0.42182013323432654,0.37,0.7,press_conf
could,stay,3,1.93,1.56,1.653,0.4343690217093235,0.36,0.57,press_conf
could,weigh,3,2.11,1.42,1.487,0.46323170648100376,0.33,0.37,press_conf
could,include,3,2.2,1.36,1.417,0.47909328082670116,0.32,0.29,press_conf
could,tell,13,11.18,1.16,1.184,0.5285237539020047,0.28,0.31,press_conf
could,turn,4,2.84,1.41,1.469,0.524617916295358,0.28,0.47,press_conf
could,raise,5,4.13,1.21,1.24,0.6026186460501785,0.22,0.19,press_conf
could,get,14,13.2,1.06,1.068,0.7715400857813346,0.11,0.05,press_conf
could,help,10,9.72,1.03,1.032,0.8658515222662655,0.06,0.01,press_conf
could,become,3,3.03,0.99,0.991,1.0,0.0,0.0,press_conf
could,find,3,3.76,0.8,0.782,1.0,0.0,0.18,press_conf
could,support,4,4.77,0.84,0.825,1.0,0.0,0.14,press_conf
could,be,28,29.24,0.96,0.952,0.9216727207263622,-0.04,0.06,press_conf
could,provide,4,4.95,0.81,0.792,0.8154967250551983,-0.09,0.21,press_conf
could,make,15,16.96,0.88,0.873,0.7010996631824709,-0.15,0.26,press_conf
could,go,19,21.63,0.88,0.865,0.6485973065514832,-0.19,0.37,press_conf
could,point,6,7.98,0.75,0.733,0.5773982543639706,-0.24,0.59,press_conf
could,have,38,45.29,0.84,0.82,0.2664002400159384,-0.57,1.41,press_conf
could,move,7,12.74,0.55,0.523,0.10280337247593008,-0.99,3.39,press_conf
could,think,5,13.29,0.38,0.351,0.013029264008672242,-1.89,7.38,press_conf
could,do,25,41.8,0.6,0.566,0.004791638423493116,-2.32,8.84,press_conf
could,be+appropriate,6,16.32,0.37,0.342,0.003817651837521305,-2.42,9.37,press_conf
could,take,15,30.8,0.49,0.456,0.0014716286401145618,-2.83,11.05,press_conf
could,continue,7,27.14,0.26,0.236,3.30934618650842e-06,-5.48,23.15,press_conf
could,look,6,30.07,0.2,0.181,5.72283402729828e-08,-7.24,31.23,press_conf
could,say,16,84.89,0.19,0.163,7.536271449184672e-22,-21.12,94.42,press_conf
may,be,40,14.04,2.85,3.269,2.070175847967994e-09,8.68,35.36,press_conf
may,be+answer,6,0.26,22.72,inf,7.0993125312840294e-09,8.15,37.54,press_conf
may,be+difficult,7,0.44,15.9,51.277,3.30525766789772e-08,7.48,31.85,press_conf
may,need,20,5.9,3.39,3.91,1.58285871611177e-06,5.8,22.61,press_conf
may,be+appropriate,22,7.84,2.81,3.144,1.156217034611383e-05,4.94,18.68,press_conf
may,warrant,9,1.8,4.99,6.188,5.774514984703639e-05,4.24,16.03,press_conf
may,may,3,0.13,22.72,inf,8.488535077358377e-05,4.07,18.75,press_conf
may,be+factor,5,0.53,9.47,15.638,9.943792383674218e-05,4.0,15.6,press_conf
may,be+different,5,0.57,8.74,13.682,0.0001557504694963654,3.81,14.66,press_conf
may,delay,3,0.18,17.04,65.482,0.0003283864738846426,3.48,14.34,press_conf
may,be+part,5,0.7,7.1,9.948,0.00047349081359664396,3.32,12.38,press_conf
may,be+difference,3,0.22,13.63,32.738,0.0007940545065512934,3.1,12.2,press_conf
may,experience,3,0.22,13.63,32.738,0.0007940545065512934,3.1,12.2,press_conf
may,question,3,0.22,13.63,32.738,0.0007940545065512934,3.1,12.2,press_conf
may,restrain,3,0.22,13.63,32.738,0.0007940545065512934,3.1,12.2,press_conf
may,be+that,4,0.53,7.57,10.926,0.0013863452172934265,2.86,10.45,press_conf
may,be+effect,5,0.88,5.68,7.293,0.001451989634207019,2.84,10.12,press_conf
may,be+time,4,0.79,5.05,6.241,0.006945229079115543,2.16,7.19,press_conf
may,prove,3,0.44,6.81,9.35,0.008075205332459421,2.09,7.16,press_conf
may,reflect,4,0.84,4.78,5.824,0.008496098313786483,2.07,6.8,press_conf
may,come,14,6.82,2.05,2.185,0.009384420961777714,2.03,6.22,press_conf
may,take,25,14.79,1.69,1.779,0.009878471303068818,2.01,6.35,press_conf
may,turn,5,1.36,3.66,4.204,0.010682126188162855,1.97,6.2,press_conf
may,be+something,5,1.41,3.55,4.048,0.012213155211958088,1.91,5.95,press_conf
may,play,4,0.92,4.33,5.138,0.01223820944484141,1.91,6.08,press_conf
may,face,3,0.53,5.68,7.271,0.013863739977340538,1.86,6.06,press_conf
may,change,8,3.21,2.49,2.696,0.014609117007648975,1.84,5.4,press_conf
may,slow,4,0.97,4.13,4.852,0.014448268691108285,1.84,5.76,press_conf
may,lose,3,0.66,4.54,5.452,0.025999025238251164,1.59,4.82,press_conf
may,ask,5,2.33,2.14,2.273,0.08273645125909583,1.08,2.44,press_conf
may,find,4,1.8,2.22,2.357,0.10478084393588005,0.98,2.11,press_conf
may,agree,3,1.28,2.35,2.514,0.13354799096783,0.87,1.79,press_conf
may,hold,3,1.41,2.13,2.253,0.16509303830310426,0.78,1.44,press_conf
may,have,28,21.75,1.29,1.32,0.17811146911641842,0.75,1.8,press_conf
may,affect,6,4.18,1.43,1.469,0.31427034989101255,0.5,0.74,press_conf
may,be+able,4,2.6,1.54,1.583,0.33093885663707073,0.48,0.69,press_conf
may,provide,3,2.38,1.26,1.279,0.5142057962820232,0.29,0.16,press_conf
may,put,4,2.95,1.36,1.381,0.5404328133227361,0.27,0.36,press_conf
may,happen,7,6.03,1.16,1.171,0.6722286435347387,0.17,0.16,press_conf
may,move,5,6.12,0.82,0.809,0.8351473452808631,-0.08,0.23,press_conf
may,see,15,18.36,0.82,0.805,0.468371229384139,-0.33,0.7,press_conf
may,think,4,6.38,0.63,0.613,0.4186605226648098,-0.38,1.08,press_conf
may,make,5,8.14,0.61,0.6,0.36331978969990397,-0.44,1.48,press_conf
may,get,3,6.34,0.47,0.459,0.2197270572153492,-0.66,2.29,press_conf
may,go,6,10.39,0.58,0.562,0.1985905856398416,-0.7,2.31,press_conf
may,continue,8,13.03,0.61,0.598,0.1945830261275518,-0.71,2.39,press_conf
may,do,7,20.07,0.35,0.331,0.001018371866173154,-2.99,12.1,press_conf
may,look,3,14.44,0.21,0.196,0.0005230837446571217,-3.28,14.1,press_conf
should,interpret,15,0.89,16.86,138.778,6.4636101106328545e-18,17.19,76.71,press_conf
should,direct,6,0.31,19.11,inf,2.0142093113102323e-08,7.7,35.45,press_conf
should,assume,9,0.89,10.11,20.624,4.6621367415005644e-08,7.33,30.55,press_conf
should,understand,9,0.89,10.11,20.624,4.6621367415005644e-08,7.33,30.55,press_conf
should,help,21,5.55,3.79,4.582,1.0920699751471378e-07,6.96,27.88,press_conf
should,doubt,5,0.31,15.92,91.179,2.224162046074315e-06,5.65,24.23,press_conf
should,overstate,4,0.21,19.11,inf,7.443759686614245e-06,5.13,23.62,press_conf
should,wane,4,0.26,15.28,72.837,3.566888342531135e-05,4.45,18.72,press_conf
should,read,6,0.79,7.64,12.167,6.703151404437044e-05,4.17,16.22,press_conf
should,expect,19,7.28,2.61,2.919,0.00011327129903259596,3.95,14.32,press_conf
should,be+restrictive,5,0.63,7.96,13.019,0.00022535128248412186,3.65,13.98,press_conf
should,encourage,4,0.52,7.64,12.135,0.001212483740561591,2.92,10.8,press_conf
should,move,17,7.28,2.34,2.561,0.001489014319461416,2.83,10.29,press_conf
should,be+what,13,5.44,2.39,2.617,0.002980658858244841,2.53,8.2,press_conf
should,stop,5,1.2,4.15,5.059,0.005928256364443475,2.23,7.37,press_conf
should,diminish,3,0.42,7.16,10.906,0.006558484201149489,2.18,7.66,press_conf
should,view,3,0.42,7.16,10.906,0.006558484201149489,2.18,7.66,press_conf
should,decline,3,0.47,6.37,9.088,0.009458322362059594,2.02,6.9,press_conf
should,reverse,3,0.47,6.37,9.088,0.009458322362059594,2.02,6.9,press_conf
should,believe,3,0.52,5.73,7.789,0.012992253199844444,1.89,6.24,press_conf
should,determine,3,0.58,5.21,6.815,0.017179283132357313,1.76,5.68,press_conf
should,mention,3,0.58,5.21,6.815,0.017179283132357313,1.76,5.68,press_conf
should,be+effect,4,1.05,3.82,4.547,0.01843581704068929,1.73,5.32,press_conf
should,think,14,7.59,1.84,1.954,0.023326333624800077,1.63,4.69,press_conf
should,show,5,1.73,2.89,3.249,0.0272293933728619,1.56,4.46,press_conf
should,pay,4,1.2,3.32,3.828,0.02978213103711066,1.53,4.4,press_conf
should,reduce,4,1.2,3.32,3.828,0.02978213103711066,1.53,4.4,press_conf
should,be+thing,5,1.78,2.81,3.137,0.030595484525081332,1.51,4.24,press_conf
should,cut,4,1.26,3.18,3.636,0.034304209718048186,1.46,4.13,press_conf
should,improve,3,0.79,3.82,4.542,0.04056085860469579,1.39,3.99,press_conf
should,support,6,2.72,2.2,2.373,0.05313391617189526,1.27,3.17,press_conf
should,wait,3,1.1,2.73,3.026,0.09426834307607257,1.03,2.42,press_conf
should,matter,3,1.15,2.61,2.867,0.10510540286270964,0.98,2.22,press_conf
should,happen,11,7.17,1.53,1.59,0.17126594367895176,0.77,1.89,press_conf
should,feel,3,1.52,1.98,2.094,0.1921114610222821,0.72,1.21,press_conf
should,start,6,3.77,1.59,1.652,0.2774603685518889,0.56,1.2,press_conf
should,raise,4,2.36,1.7,1.771,0.29668226958180005,0.53,1.02,press_conf
should,respond,3,1.88,1.59,1.649,0.4350424291889951,0.36,0.6,press_conf
should,use,6,4.5,1.33,1.361,0.45965702336733555,0.34,0.48,press_conf
should,begin,3,2.15,1.4,1.431,0.4737815124278297,0.32,0.32,press_conf
should,do,27,23.87,1.13,1.145,0.5197769978991811,0.28,0.43,press_conf
should,take,20,17.59,1.14,1.15,0.5340906082704153,0.27,0.34,press_conf
should,be+able,4,3.09,1.3,1.319,0.5509054950357877,0.26,0.26,press_conf
should,see,24,21.83,1.1,1.109,0.5772673528147773,0.24,0.23,press_conf
should,know,6,5.02,1.19,1.209,0.6414446824599855,0.19,0.19,press_conf
should,be,18,16.7,1.08,1.085,0.7023737929215133,0.15,0.11,press_conf
should,come,9,8.11,1.11,1.118,0.7152116346198434,0.15,0.1,press_conf
should,provide,3,2.83,1.06,1.065,0.7603108562084337,0.12,0.01,press_conf
should,consider,3,2.93,1.02,1.025,0.7683809340176041,0.11,0.0,press_conf
should,put,4,3.51,1.14,1.15,0.7794498141666313,0.11,0.07,press_conf
should,change,3,3.82,0.79,0.775,1.0,0.0,0.2,press_conf
should,make,9,9.68,0.93,0.925,1.0,0.0,0.05,press_conf
should,watch,3,3.09,0.97,0.97,1.0,0.0,0.0,press_conf
should,affect,3,4.97,0.6,0.589,0.4895216370762333,-0.31,0.96,press_conf
should,go,9,12.35,0.73,0.714,0.3780212421440303,-0.42,1.07,press_conf
should,get,4,7.54,0.53,0.514,0.2552665049673547,-0.59,2.12,press_conf
should,have,19,25.86,0.73,0.716,0.18020905699283485,-0.74,2.18,press_conf
should,want,3,7.17,0.42,0.403,0.12254593646217792,-0.91,3.27,press_conf
should,look,10,17.17,0.58,0.563,0.07783808274517003,-1.11,3.77,press_conf
should,continue,5,15.49,0.32,0.306,0.003272692867450031,-2.49,10.24,press_conf
should,say,5,48.47,0.1,0.092,2.8209818604549656e-16,-15.55,69.37,press_conf
will,continue,251,108.18,2.32,10.16,3.5965143025744136e-67,66.44,300.74,press_conf
will,watch,54,21.56,2.5,18.951,1.1372113188829386e-18,17.94,79.36,press_conf
will,go,148,86.25,1.72,2.981,2.7950674541034234e-16,15.55,67.52,press_conf
